pid,practiceOrder,blockOrder,leftCategoryC,leftCategoryI,rightCategoryC,rightCategoryI,leftAttC,leftAttI,rightAttC,rightAttI,trialECategory,trialICategory,switchStimulus,stimulus,stimulusCategory,startTimeSeed,block,blockType,trial,responseNum,rt,correct,response
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,DESTROY,BAD,1500659037174,1,attPractice1,9,1,75,false,GOOD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,DESTROY,BAD,1500659037174,1,attPractice1,9,2,179,true,BAD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,PLEASANT,GOOD,1500659037174,1,attPractice1,10,1,84,true,GOOD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,EVIL,BAD,1500659037174,1,attPractice1,11,1,99,true,BAD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,DISASTER,BAD,1500659037174,1,attPractice1,12,1,75,false,GOOD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,DISASTER,BAD,1500659037174,1,attPractice1,12,2,187,true,BAD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,ENJOY,GOOD,1500659037174,1,attPractice1,13,1,76,true,GOOD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,HORRIBLE,BAD,1500659037174,1,attPractice1,14,1,107,true,BAD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,HAPPY,GOOD,1500659037174,1,attPractice1,15,1,67,true,GOOD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,ANGRY,BAD,1500659037174,1,attPractice1,16,1,115,true,BAD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,TRAGIC,BAD,1500659037174,1,attPractice1,17,1,58,false,GOOD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,TRAGIC,BAD,1500659037174,1,attPractice1,17,2,186,true,BAD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,GLORIOUS,GOOD,1500659037174,1,attPractice1,18,1,60,true,GOOD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,ADORE,GOOD,1500659037174,1,attPractice1,19,1,130,false,BAD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,ADORE,GOOD,1500659037174,1,attPractice1,19,2,210,true,GOOD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,SUCCESS,GOOD,1500659037174,1,attPractice1,20,1,108,false,BAD
12,attFirst,conFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,GOOD,BAD,attributes,SUCCESS,GOOD,1500659037174,1,attPractice1,20,2,204,true,GOOD
