pid,practiceOrder,blockOrder,leftCategoryC,leftCategoryI,rightCategoryC,rightCategoryI,leftAttC,leftAttI,rightAttC,rightAttI,trialECategory,trialICategory,switchStimulus,stimulus,stimulusCategory,startTimeSeed,block,blockType,trial,responseNum,rt,correct,response
12,attFirst,inconFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,BAD,GOOD,attributes,DESTROY,BAD,1500659125952,1,attPractice1,13,1,68,true,BAD
12,attFirst,inconFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,BAD,GOOD,attributes,HATE,BAD,1500659125952,1,attPractice1,14,1,116,false,GOOD
12,attFirst,inconFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,BAD,GOOD,attributes,HATE,BAD,1500659125952,1,attPractice1,14,2,180,true,BAD
12,attFirst,inconFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,BAD,GOOD,attributes,ADORE,GOOD,1500659125952,1,attPractice1,15,1,116,true,GOOD
12,attFirst,inconFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,BAD,GOOD,attributes,PLEASANT,GOOD,1500659125952,1,attPractice1,16,1,68,false,BAD
12,attFirst,inconFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,BAD,GOOD,attributes,PLEASANT,GOOD,1500659125952,1,attPractice1,16,2,188,true,GOOD
12,attFirst,inconFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,BAD,GOOD,attributes,TERRIBLE,BAD,1500659125952,1,attPractice1,17,1,76,true,BAD
12,attFirst,inconFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,BAD,GOOD,attributes,JOY,GOOD,1500659125952,1,attPractice1,18,1,109,true,GOOD
12,attFirst,inconFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,BAD,GOOD,attributes,HELPFUL,GOOD,1500659125952,1,attPractice1,19,1,82,false,BAD
12,attFirst,inconFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,BAD,GOOD,attributes,HELPFUL,GOOD,1500659125952,1,attPractice1,19,2,186,true,GOOD
12,attFirst,inconFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,BAD,GOOD,attributes,HAPPY,GOOD,1500659125952,1,attPractice1,20,1,84,false,BAD
12,attFirst,inconFirst,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,GOOD,BAD,BAD,GOOD,BAD,GOOD,attributes,HAPPY,GOOD,1500659125952,1,attPractice1,20,2,196,true,GOOD
