1,"07-21-2017 11:37:32",WIT,politics
2,"07-21-2017 11:38:23",WIT,race
3,"07-21-2017 11:39:09",IAT,politics
4,"07-21-2017 11:39:19",WIT,race
5,"07-21-2017 11:40:08",WIT,politics
6,"07-21-2017 11:41:50",IAT,race
